REGIÃO;UF;DESTINATARIO;LOCALIDADE;ITEM;PROGRAMA DE SAÚDE;QUANTIDADE;STATUS;DATA DE ENTREGA
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;173.000;ENTREGA REALIZADA;25/03/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;50.000;ENTREGA REALIZADA;29/04/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;41.000;ENTREGA REALIZADA;21/01/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;95.000;ENTREGA REALIZADA;25/03/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;25.000;ENTREGA REALIZADA;13/04/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;46.310;ENTREGA REALIZADA;21/01/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;95.800;ENTREGA REALIZADA;25/03/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;32.260;ENTREGA REALIZADA;13/04/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;20.000;ENTREGA REALIZADA;15/05/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;20.000;ENTREGA REALIZADA;05/08/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;220.000;ENTREGA REALIZADA;05/08/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;27.000;ENTREGA REALIZADA;30/03/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;27.000;ENTREGA REALIZADA;23/04/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;31.000;ENTREGA REALIZADA;04/05/2020
SUDESTE;MINAS GERAIS ;SAÚDE INDÍGENA;DSEI MG/ES;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4.000;ENTREGA REALIZADA;08/05/2020
SUDESTE;MINAS GERAIS ;SAÚDE INDÍGENA;DSEI MG/ES;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;10.000;ENTREGA REALIZADA;08/05/2020
NORTE;PARÁ;SMS;BELÉM ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;6.000;ENTREGA REALIZADA;02/07/2020
NORTE;PARÁ;SMS;BELÉM ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;3.000;ENTREGA REALIZADA;02/07/2020
NORTE;PARÁ;SMS;BELÉM ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;4.000;ENTREGA REALIZADA;12/08/2020
NORTE;PARÁ;SAÚDE INDÍGENA;DSEI Altamira;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3.000;ENTREGA REALIZADA;30/04/2020
NORTE;PARÁ;SAÚDE INDÍGENA;DSEI Altamira;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2.000;ENTREGA REALIZADA;22/04/2020
NORTE;PARÁ;SAÚDE INDÍGENA;DSEI Altamira;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;3.000;ENTREGA REALIZADA;22/04/2020
NORTE;PARÁ;SAÚDE INDÍGENA;DSEI ALTAMIRA ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4.000;ENTREGA REALIZADA;29/06/2020
NORTE;PARÁ;SAÚDE INDÍGENA;DSEI GUAMA TOCANTINS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4.000;ENTREGA REALIZADA;26/06/2020
NORTE;PARÁ;SAÚDE INDÍGENA;DSEI GUAMA TOCANTINS;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;3.600;ENTREGA REALIZADA;26/06/2020
NORTE;PARÁ;SAÚDE INDÍGENA;DSEI GUAMA TOCANTINS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2.500;ENTREGA REALIZADA;31/03/2020
NORTE;PARÁ;SAÚDE INDÍGENA;DSEI GUAMA TOCANTINS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2.000;ENTREGA REALIZADA;31/03/2020
NORTE;PARÁ;SAÚDE INDÍGENA;DSEI GUAMA TOCANTINS;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;1.580;ENTREGA REALIZADA;31/03/2020
NORTE;PARÁ;SAÚDE INDÍGENA;DSEI RIO TAPAJOS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;1.000;ENTREGA REALIZADA;30/06/2020
NORTE;PARÁ;SAÚDE INDÍGENA;DSEI RIO TAPAJOS;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;300;ENTREGA REALIZADA;30/06/2020
NORTE;PARÁ;SES;PARÁ ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;24.000;ENTREGA REALIZADA;26/06/2020
NORTE;PARÁ;SES;PARÁ ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4.000;ENTREGA REALIZADA;20/03/2020
NORTE;PARÁ;SES;PARÁ ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5.500;ENTREGA REALIZADA;26/03/2020
NORTE;PARÁ;SES;PARÁ ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;7.000;ENTREGA REALIZADA;24/04/2020
NORTE;PARÁ;SES;PARÁ ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;30.000;ENTREGA REALIZADA;12/05/2020
NORTE;PARÁ;SES;PARÁ ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2.500;ENTREGA REALIZADA;20/01/2020
NORTE;PARÁ;SES;PARÁ ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;4.000;ENTREGA REALIZADA;20/03/2020
NORTE;PARÁ;SES;PARÁ ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2.000;ENTREGA REALIZADA;26/03/2020
NORTE;PARÁ;SES;PARÁ ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;17.000;ENTREGA REALIZADA;26/06/2020
NORTE;PARÁ;SES;PARÁ ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;4.800;ENTREGA REALIZADA;11/02/2020
NORTE;PARÁ;SES;PARÁ ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;4.800;ENTREGA REALIZADA;20/03/2020
NORTE;PARÁ;SES;PARÁ ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;5.000;ENTREGA REALIZADA;26/03/2020
NORTE;PARÁ;SES;PARÁ ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;5.000;ENTREGA REALIZADA;22/04/2020
NORTE;PARÁ;SES;PARÁ ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;10.000;ENTREGA REALIZADA;12/05/2020
NORTE;PARÁ;SES;PARÁ ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;19.500;ENTREGA REALIZADA;04/08/2020
NORTE;PARÁ;SES;PARÁ ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20.000;ENTREGA REALIZADA;04/08/2020
NORTE;PARÁ;SES;PARÁ ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;5.000;ENTREGA REALIZADA;28/03/2020
NORTE;PARÁ;SES;PARÁ ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;10.000;ENTREGA REALIZADA;22/04/2020
NORTE;PARÁ;SES;PARÁ ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;200.000;ENTREGA REALIZADA;02/05/2020
NORTE;PARÁ;SES;PARÁ ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;224.000;ENTREGA REALIZADA;04/06/2020
NORTE;PARÁ;SES;PARÁ ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;100.000;ENTREGA REALIZADA;03/08/2020
NORDESTE;PARAÍBA;SAÚDE INDÍGENA;DSEI POTIGUARA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1.000;ENTREGA REALIZADA;12/08/2020
NORDESTE;PARAÍBA;SAÚDE INDÍGENA;DSEI POTIGUARA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.000;ENTREGA REALIZADA;12/08/2020
NORDESTE;PARAÍBA;SAÚDE INDÍGENA;DSEI POTIGUARA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;1.500;ENTREGA REALIZADA;12/08/2020
NORDESTE;PARAÍBA;SMS;JOÃO PESSOA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4.000;ENTREGA REALIZADA;30/06/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;8.000;ENTREGA REALIZADA;30/06/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;12.000;ENTREGA REALIZADA;23/03/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3.000;ENTREGA REALIZADA;15/04/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10.000;ENTREGA REALIZADA;08/05/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;4.500;ENTREGA REALIZADA;23/03/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5.000;ENTREGA REALIZADA;14/04/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;3.000;ENTREGA REALIZADA;23/03/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;500;ENTREGA REALIZADA;15/04/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;4.500;ENTREGA REALIZADA;14/04/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3.000;ENTREGA REALIZADA;04/08/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10.000;ENTREGA REALIZADA;04/08/2020
NORDESTE;PARAÍBA;SMS;JOÃO PESSOA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2.000;ENTREGA REALIZADA;05/08/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;2.000;ENTREGA REALIZADA;30/03/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;5.000;ENTREGA REALIZADA;23/04/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;18.000;ENTREGA REALIZADA;07/05/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;50.000;ENTREGA REALIZADA;05/06/2020
SUL;PARANÁ ;SMS;CURITIBA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;100.000;ENTREGA REALIZADA;26/06/2020
SUL;PARANÁ ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;300.000;ENTREGA REALIZADA;29/06/2020
SUL;PARANÁ ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;184.500;ENTREGA REALIZADA;23/01/2020
SUL;PARANÁ ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;499.500;ENTREGA REALIZADA;25/03/2020
SUL;PARANÁ ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;60.000;ENTREGA REALIZADA;27/04/2020
SUL;PARANÁ ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;50.500;ENTREGA REALIZADA;25/03/2020
SUL;PARANÁ ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;30.000;ENTREGA REALIZADA;13/04/2020
SUL;PARANÁ ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;7.000;ENTREGA REALIZADA;03/04/2020
SUL;PARANÁ ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;71.650;ENTREGA REALIZADA;23/01/2020
SUL;PARANÁ ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;105.000;ENTREGA REALIZADA;25/03/2020
SUL;PARANÁ ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;140.000;ENTREGA REALIZADA;13/04/2020
SUL;PARANÁ ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;5.000;ENTREGA REALIZADA;04/08/2020
SUL;PARANÁ ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;20.000;ENTREGA REALIZADA;04/08/2020
SUL;PARANÁ ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;500.000;ENTREGA REALIZADA;04/08/2020
SUL;PARANÁ ;SMS;CURITIBA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;150.000;ENTREGA REALIZADA;31/07/2020
SUL;PARANÁ ;SES;PARANÁ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;17.000;ENTREGA REALIZADA;28/03/2020
SUL;PARANÁ ;SES;PARANÁ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;27.000;ENTREGA REALIZADA;23/04/2020
SUL;PARANÁ ;SES;PARANÁ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;18.000;ENTREGA REALIZADA;02/05/2020
SUL;PARANÁ ;SAÚDE INDÍGENA;DSEI LITORAL SUL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;500;ENTREGA REALIZADA;29/06/2020
SUL;PARANÁ ;SAÚDE INDÍGENA;DSEI LITORAL SUL ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;1.500;ENTREGA REALIZADA;29/09/2020
NORDESTE;PERNAMBUCO;SMS;RECIFE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;15.000;ENTREGA REALIZADA;26/06/2020
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;40.000;ENTREGA REALIZADA;26/06/2020
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;16.000;ENTREGA REALIZADA;16/04/2020
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;40.000;ENTREGA REALIZADA;27/04/2020
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.000;ENTREGA REALIZADA;28/01/2020
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;4.000;ENTREGA REALIZADA;25/03/2020
NORDESTE;PERNAMBUCO;SMS;RECIFE;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;4.000;ENTREGA REALIZADA;26/06/2020
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;6.000;ENTREGA REALIZADA;26/06/2020
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;3.560;ENTREGA REALIZADA;28/01/2020
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;4.640;ENTREGA REALIZADA;25/03/2020
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;5.000;ENTREGA REALIZADA;27/04/2020
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;30.000;ENTREGA REALIZADA;11/08/2020
NORDESTE;PERNAMBUCO;SMS;RECIFE;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;4.000;ENTREGA REALIZADA;06/08/2020
NORDESTE;PERNAMBUCO;SMS;RECIFE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;8.000;ENTREGA REALIZADA;06/08/2020
NORDESTE;PERNAMBUCO;SMS;RECIFE;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.500;ENTREGA REALIZADA;17/07/2020
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;10.000;ENTREGA REALIZADA;28/03/2020
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;37.000;ENTREGA REALIZADA;23/04/2020
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;176.000;ENTREGA REALIZADA;02/05/2020
NORDESTE;PIAUÍ;SMS;TERESINA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;13.000;ENTREGA REALIZADA;30/06/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;12.000;ENTREGA REALIZADA;30/06/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;500;ENTREGA REALIZADA;20/01/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3.000;ENTREGA REALIZADA;23/03/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20.000;ENTREGA REALIZADA;27/04/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20.000;ENTREGA REALIZADA;14/05/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;7.500;ENTREGA REALIZADA;20/01/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;4.000;ENTREGA REALIZADA;23/03/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;9.000;ENTREGA REALIZADA;13/04/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;690;ENTREGA REALIZADA;20/01/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;720;ENTREGA REALIZADA;23/03/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;7.000;ENTREGA REALIZADA;18/04/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;5.000;ENTREGA REALIZADA;14/05/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;4.000;ENTREGA REALIZADA;12/08/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20.000;ENTREGA REALIZADA;12/08/2020
NORDESTE;PIAUÍ;SMS;TERESINA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2.000;ENTREGA REALIZADA;12/08/2020
NORDESTE;PIAUÍ;SMS;TERESINA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;4.500;ENTREGA REALIZADA;17/07/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;2.000;ENTREGA REALIZADA;30/03/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;5.000;ENTREGA REALIZADA;27/04/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;13.000;ENTREGA REALIZADA;06/05/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;10.000;ENTREGA REALIZADA;06/06/2020
SUDESTE;RIO DE JANEIRO;SES;RIO DE JANEIRO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;15.000;ENTREGA REALIZADA;04/08/2020
SUDESTE;RIO DE JANEIRO;SES;RIO DE JANEIRO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;55.000;ENTREGA REALIZADA;04/08/2020
SUDESTE;RIO DE JANEIRO ;SES;RIO DE JANEIRO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;82.000;ENTREGA REALIZADA;26/06/2020
SUDESTE;RIO DE JANEIRO ;SES;RIO DE JANEIRO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;41.500;ENTREGA REALIZADA;29/01/2020
SUDESTE;RIO DE JANEIRO ;SES;RIO DE JANEIRO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;35.500;ENTREGA REALIZADA;23/04/2020
SUDESTE;RIO DE JANEIRO ;SES;RIO DE JANEIRO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;45.000;ENTREGA REALIZADA;30/04/2020
SUDESTE;RIO DE JANEIRO ;SES;RIO DE JANEIRO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;16.000;ENTREGA REALIZADA;29/01/2020
SUDESTE;RIO DE JANEIRO ;SES;RIO DE JANEIRO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;39.000;ENTREGA REALIZADA;16/04/2020
SUDESTE;RIO DE JANEIRO ;SES;RIO DE JANEIRO;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;21.600;ENTREGA REALIZADA;29/01/2020
SUDESTE;RIO DE JANEIRO ;SES;RIO DE JANEIRO;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;3.900;ENTREGA REALIZADA;01/04/2020
SUDESTE;RIO DE JANEIRO ;SES;RIO DE JANEIRO;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;39.000;ENTREGA REALIZADA;03/04/2020
SUDESTE;RIO DE JANEIRO ;SES;RIO DE JANEIRO;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;51.000;ENTREGA REALIZADA;13/05/2020
SUDESTE;RIO DE JANEIRO ;SES;RIO DE JANEIRO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;74.000;ENTREGA REALIZADA;28/03/2020
SUDESTE;RIO DE JANEIRO ;SES;RIO DE JANEIRO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;100.000;ENTREGA REALIZADA;17/04/2020
SUDESTE;RIO DE JANEIRO ;SES;RIO DE JANEIRO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;50.000;ENTREGA REALIZADA;06/05/2020
SUDESTE;RIO DE JANEIRO ;SMS;RIO DE JANEIRO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;38.000;ENTREGA REALIZADA;26/06/2020
SUDESTE;RIO DE JANEIRO ;SMS;RIO DE JANEIRO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;8.000;ENTREGA REALIZADA;04/08/2020
SUDESTE;RIO DE JANEIRO ;SMS;RIO DE JANEIRO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;32.000;ENTREGA REALIZADA;04/08/2020
NORDESTE;RIO GRANDE DO NORTE;SES;RIO GRANDE DO NORTE ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1.500;ENTREGA REALIZADA;05/08/2020
NORDESTE;RIO GRANDE DO NORTE;SES;RIO GRANDE DO NORTE ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;32.000;ENTREGA REALIZADA;05/08/2020
NORDESTE;RIO GRANDE DO NORTE;SMS;NATAL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4.000;ENTREGA REALIZADA;11/08/2020
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3.500;ENTREGA REALIZADA;22/01/2020
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;7.500;ENTREGA REALIZADA;23/03/2020
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;28.000;ENTREGA REALIZADA;16/04/2020
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10.000;ENTREGA REALIZADA;13/05/2020
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.000;ENTREGA REALIZADA;22/01/2020
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;500;ENTREGA REALIZADA;23/03/2020
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3.000;ENTREGA REALIZADA;14/04/2020
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;2.800;ENTREGA REALIZADA;09/07/2020
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;2.230;ENTREGA REALIZADA;22/01/2020
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;2.740;ENTREGA REALIZADA;23/03/2020
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;3.130;ENTREGA REALIZADA;16/04/2020
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;32.000;ENTREGA REALIZADA;02/07/2020
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;3.000;ENTREGA REALIZADA;30/03/2020
